               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  14,            0.098422,            0.087118,            0.021296,           0.0041513,             0.29472,           0.0029467,          0.00076835,            0.093306,             0.04573,            0.020277,          0.00043995,          0.00043995,             0.09604
                  15,             0.09907,            0.086458,            0.021878,           0.0040735,             0.27324,           0.0033672,          0.00086974,            0.093159,            0.045904,            0.019993,          0.00046994,          0.00046994,             0.09577
                  16,            0.096294,            0.083919,            0.022447,           0.0029908,             0.11972,             0.00163,          0.00038928,            0.092938,            0.046132,            0.019722,          0.00049993,          0.00049993,              0.0955
                  17,            0.099236,            0.077289,            0.020999,           0.0031431,              0.1162,           0.0021212,           0.0005264,            0.092687,             0.04637,            0.019457,          0.00052991,          0.00052991,             0.09523
                  18,            0.098667,            0.082953,            0.020328,           0.0029029,              0.1162,           0.0020228,           0.0005334,              0.0924,            0.046604,            0.019209,           0.0005599,           0.0005599,             0.09496
                  19,            0.097694,            0.067696,            0.020468,           0.0030788,             0.12324,           0.0022162,          0.00053226,            0.092142,             0.04679,            0.018981,          0.00058988,          0.00058988,             0.09469
                  20,            0.098085,            0.086585,            0.020002,           0.0030788,             0.12324,           0.0022173,          0.00053506,            0.092072,            0.046895,             0.01876,          0.00061986,          0.00061986,             0.09442
                  21,            0.096673,            0.084413,            0.019679,           0.0029029,              0.1162,           0.0016496,          0.00039602,            0.092146,            0.046955,             0.01854,          0.00064984,          0.00064984,             0.09415
                  22,             0.09515,            0.087115,            0.020653,           0.0029029,              0.1162,           0.0021276,          0.00051389,            0.092208,            0.047029,            0.018356,          0.00067982,          0.00067982,             0.09388
                  23,            0.098698,             0.07626,            0.019096,           0.0033427,              0.1338,           0.0019226,          0.00041664,            0.092341,            0.047024,            0.018173,          0.00070979,          0.00070979,             0.09361
                  24,            0.094625,            0.088314,            0.020299,           0.0031668,             0.12676,           0.0023842,          0.00054708,            0.092404,            0.047096,            0.018008,          0.00073976,          0.00073976,             0.09334
                  25,            0.097238,            0.092846,            0.019001,           0.0033427,              0.1338,           0.0026557,          0.00062565,            0.092491,            0.047155,            0.017835,          0.00076973,          0.00076973,             0.09307
                  26,            0.095055,             0.07732,            0.020107,           0.0031668,             0.12676,           0.0022238,          0.00053502,            0.092432,            0.047275,            0.017687,           0.0007997,           0.0007997,              0.0928
                  27,            0.097749,            0.097321,            0.018822,           0.0035244,             0.13028,           0.0021127,          0.00049593,            0.092405,            0.047397,            0.017554,          0.00082966,          0.00082966,             0.09253
                  28,            0.094867,            0.084861,            0.018519,           0.0029908,             0.11972,           0.0018112,          0.00042946,            0.092229,            0.047583,            0.017409,          0.00085963,          0.00085963,             0.09226
                  29,            0.096136,            0.091908,            0.020358,           0.0031668,             0.12676,           0.0022843,          0.00052555,            0.092281,            0.047678,            0.017286,          0.00088958,          0.00088958,             0.09199
                  30,            0.096816,            0.082342,            0.019359,           0.0031668,             0.12676,           0.0020044,          0.00051423,            0.092235,            0.047731,            0.017155,          0.00091954,          0.00091954,             0.09172
                  31,            0.095547,            0.074941,            0.019083,           0.0035705,             0.12324,           0.0025597,          0.00060474,            0.092056,             0.04787,            0.017045,          0.00094949,          0.00094949,            0.091449
                  32,            0.099095,            0.082057,             0.01832,           0.0030216,             0.11972,           0.0022713,          0.00051991,             0.09199,            0.047928,            0.016941,          0.00097944,          0.00097944,            0.091179
                  33,            0.098476,             0.08993,            0.018068,           0.0030788,             0.12324,           0.0024184,          0.00054873,            0.092098,            0.047921,            0.016834,           0.0010094,           0.0010094,            0.090909
                  34,            0.098065,             0.10412,             0.01866,           0.0031609,             0.19366,           0.0027018,          0.00063797,            0.092227,            0.047944,            0.016727,           0.0010393,           0.0010393,            0.090639
                  35,            0.099292,            0.093343,             0.01801,           0.0043439,              0.1338,           0.0025325,          0.00056135,            0.092496,            0.047885,             0.01663,           0.0010693,           0.0010693,            0.090369
                  36,            0.096355,            0.077587,            0.018911,           0.0042582,              0.1338,           0.0027903,           0.0005888,             0.09244,            0.047924,            0.016531,           0.0010992,           0.0010992,            0.090099
                  37,            0.096105,            0.096254,            0.017437,           0.0044012,              0.1338,           0.0029242,          0.00063224,            0.092484,            0.047898,            0.016436,           0.0011291,           0.0011291,            0.089829
                  38,            0.094234,            0.089214,            0.018078,           0.0041628,             0.12676,           0.0027037,          0.00061644,            0.092403,            0.047981,            0.016349,           0.0011591,           0.0011591,            0.089559
                  39,            0.097408,            0.083846,              0.0175,           0.0037453,             0.11972,           0.0026215,          0.00066021,            0.092184,            0.048087,            0.016263,            0.001189,            0.001189,            0.089289
                  40,            0.095462,            0.081842,            0.017729,           0.0033321,             0.12324,           0.0029941,          0.00073001,            0.092227,            0.048092,             0.01618,           0.0012189,           0.0012189,            0.089019
                  41,             0.09654,            0.081153,            0.017429,           0.0034742,             0.13028,           0.0030896,           0.0007013,            0.092268,            0.048116,            0.016106,           0.0012488,           0.0012488,            0.088749
                  42,            0.093385,            0.076591,            0.017937,           0.0035662,             0.13732,           0.0031251,          0.00067667,            0.092398,            0.048058,             0.01604,           0.0012787,           0.0012787,            0.088479
                  43,            0.095426,            0.093067,            0.018421,             0.50361,             0.13732,           0.0030835,          0.00063831,            0.092423,            0.048031,            0.015975,           0.0013087,           0.0013087,            0.088209
                  44,             0.09545,            0.075551,            0.017706,           0.0047904,            0.059859,           0.0027283,          0.00062475,            0.092206,            0.048084,            0.015916,           0.0013386,           0.0013386,            0.087939
                  45,            0.096779,             0.08195,            0.017609,             0.00469,            0.059859,           0.0029553,          0.00061979,            0.092211,            0.047975,            0.015833,           0.0013685,           0.0013685,            0.087668
                  46,            0.095948,             0.09032,            0.019072,              0.5047,            0.070423,           0.0028901,          0.00058779,            0.092293,            0.047945,            0.015775,           0.0013984,           0.0013984,            0.087398
                  47,            0.097582,            0.081401,            0.018401,             0.50541,            0.084507,           0.0029337,           0.0006041,            0.092368,              0.0479,            0.015732,           0.0014282,           0.0014282,            0.087128
                  48,            0.096383,            0.082659,            0.018287,             0.50542,             0.09507,           0.0028248,          0.00060414,            0.092359,            0.047909,            0.015687,           0.0014581,           0.0014581,            0.086858
                  49,            0.094895,            0.088775,            0.019525,           0.0053691,             0.09507,           0.0028079,          0.00060111,            0.092534,             0.04776,            0.015666,            0.001488,            0.001488,            0.086588
                  50,            0.099015,            0.095514,            0.019035,           0.0053254,            0.084507,           0.0030331,          0.00069265,            0.093164,            0.047469,            0.015737,           0.0015179,           0.0015179,            0.086318
                  51,             0.09825,            0.080415,            0.017329,           0.0039597,            0.056338,           0.0027315,          0.00060744,            0.093817,            0.047078,            0.015715,           0.0015478,           0.0015478,            0.086048
                  52,            0.097722,             0.08454,            0.017774,            0.013377,            0.014085,           0.0033346,          0.00069192,            0.093994,             0.04704,            0.015611,           0.0015776,           0.0015776,            0.085778
                  53,            0.097265,            0.084833,            0.016372,           0.0046462,            0.088028,            0.002552,          0.00049993,            0.093597,            0.047328,            0.015518,           0.0016075,           0.0016075,            0.085507
                  54,            0.093816,            0.086803,            0.016109,           0.0050261,             0.11268,           0.0032442,          0.00063639,            0.093137,            0.047604,            0.015507,           0.0016373,           0.0016373,            0.085237
                  55,            0.094781,            0.076992,             0.01773,            0.004499,             0.11268,           0.0032515,          0.00060639,            0.093154,            0.047615,            0.015406,           0.0016672,           0.0016672,            0.084967
                  56,             0.09161,            0.079194,            0.018226,           0.0043144,              0.1162,           0.0028582,          0.00056538,             0.09258,            0.047961,            0.015284,            0.001697,            0.001697,            0.084697
                  57,             0.10033,              0.1014,            0.017153,           0.0046597,             0.10915,           0.0042136,          0.00068768,            0.093443,            0.047437,            0.015312,           0.0017269,           0.0017269,            0.084427
                  58,            0.095883,            0.087153,            0.018206,             0.03186,           0.0070423,           0.0037122,          0.00072135,            0.094264,            0.046995,            0.015366,           0.0017567,           0.0017567,            0.084157
                  59,            0.094653,            0.090144,            0.016105,           0.0043421,             0.10211,            0.003287,          0.00065238,            0.094421,            0.046892,             0.01535,           0.0017865,           0.0017865,            0.083887
                  60,            0.093128,             0.07724,            0.017135,           0.0040895,             0.12676,            0.003098,          0.00064589,            0.094983,            0.046536,            0.015376,           0.0018164,           0.0018164,            0.083616
                  61,            0.099023,            0.088052,            0.016007,           0.0069363,             0.03169,           0.0029254,          0.00061365,            0.095714,            0.046166,            0.015459,           0.0018462,           0.0018462,            0.083346
                  62,            0.099914,             0.10121,            0.015989,           0.0057169,            0.021127,           0.0026913,          0.00056068,            0.097096,            0.045194,             0.01583,            0.001876,            0.001876,            0.083076
                  63,            0.096425,            0.080042,            0.017636,            0.003823,             0.10563,           0.0024918,          0.00053288,            0.098371,            0.044533,            0.016331,           0.0019058,           0.0019058,            0.082806
                  64,            0.094091,            0.092856,            0.017614,           0.0037913,            0.077465,            0.002215,          0.00049525,            0.097393,            0.045103,            0.015701,           0.0019356,           0.0019356,            0.082536
                  65,            0.095394,            0.090848,            0.016469,           0.0065657,             0.06338,           0.0026651,          0.00055472,            0.097176,            0.045232,            0.015798,           0.0019654,           0.0019654,            0.082265
                  66,            0.095022,            0.076475,            0.017435,           0.0056003,            0.059859,           0.0025634,          0.00058305,            0.096106,            0.045807,            0.015489,           0.0019952,           0.0019952,            0.081995
                  67,            0.096901,            0.096378,            0.017919,           0.0058212,            0.073944,           0.0034513,          0.00067868,            0.094654,            0.046689,            0.015242,           0.0020249,           0.0020249,            0.081725
                  68,            0.093127,            0.081905,            0.019797,           0.0057551,             0.09507,           0.0032962,          0.00063773,            0.094151,             0.04713,            0.014919,           0.0020547,           0.0020547,            0.081455
                  69,            0.093345,            0.095749,            0.017616,           0.0053255,             0.10211,           0.0033846,          0.00070453,            0.094203,            0.047136,            0.014975,           0.0020845,           0.0020845,            0.081184
                  70,            0.096785,            0.080724,            0.016167,           0.0056146,              0.1162,           0.0037398,           0.0007514,            0.093968,            0.047193,            0.014965,           0.0021142,           0.0021142,            0.080914
                  71,            0.092455,             0.08375,            0.016606,           0.0079122,            0.021127,           0.0035065,          0.00081282,            0.093828,            0.047279,            0.014881,            0.002144,            0.002144,            0.080644
                  72,            0.093723,            0.087984,            0.017474,           0.0078824,            0.017606,           0.0035912,          0.00076146,            0.093297,            0.047606,            0.014815,           0.0021737,           0.0021737,            0.080374
                  73,            0.096164,            0.096319,            0.016706,           0.0072852,            0.017606,           0.0039123,          0.00079315,            0.093014,            0.047861,            0.014727,           0.0022035,           0.0022035,            0.080103
                  74,              0.0936,            0.082476,            0.016805,           0.0047908,             0.11268,           0.0044584,          0.00092369,            0.093013,            0.047951,            0.014716,           0.0022332,           0.0022332,            0.079833
                  75,            0.096471,            0.091289,            0.015013,           0.0074814,            0.017606,           0.0042911,          0.00091999,            0.092843,            0.048064,             0.01469,           0.0022629,           0.0022629,            0.079563
                  76,            0.094761,            0.083363,            0.016863,             0.51108,             0.03169,           0.0039784,          0.00083712,            0.092718,            0.048203,            0.014641,           0.0022926,           0.0022926,            0.079293
                  77,             0.09216,            0.084056,            0.015104,             0.51033,            0.035211,           0.0041233,          0.00090776,            0.092303,            0.048412,            0.014603,           0.0023223,           0.0023223,            0.079022
                  78,            0.093606,            0.075456,            0.014419,             0.51002,            0.035211,           0.0041904,          0.00084511,            0.092069,            0.048422,            0.014574,            0.002352,            0.002352,            0.078752
                  79,            0.093962,            0.088977,            0.016568,            0.010468,            0.042254,            0.004434,          0.00091847,            0.091697,            0.048511,             0.01452,           0.0023817,           0.0023817,            0.078482
                  80,            0.092343,            0.084396,            0.017437,            0.011286,            0.059859,           0.0047188,          0.00093777,            0.091237,            0.048701,            0.014473,           0.0024114,           0.0024114,            0.078211
                  81,            0.090157,            0.077247,            0.018094,            0.011562,            0.059859,           0.0043878,          0.00090546,            0.090899,             0.04874,             0.01446,           0.0024411,           0.0024411,            0.077941
                  82,            0.095296,            0.086011,            0.013994,           0.0097382,            0.052817,           0.0040648,          0.00087692,             0.09068,            0.048569,            0.014422,           0.0024708,           0.0024708,            0.077671
                  83,            0.090302,            0.087493,            0.017963,           0.0083916,            0.049296,           0.0039513,          0.00088133,            0.090561,            0.048477,            0.014358,           0.0025004,           0.0025004,              0.0774
                  84,            0.091945,            0.085285,            0.017399,           0.0093486,            0.073944,           0.0042665,          0.00087899,            0.090784,            0.048095,            0.014315,           0.0025301,           0.0025301,             0.07713
                  85,            0.092944,             0.10393,            0.015878,           0.0098442,            0.098592,           0.0041373,          0.00089745,            0.089884,            0.048527,            0.014206,           0.0025597,           0.0025597,             0.07686
                  86,            0.093691,            0.084664,            0.015758,           0.0087918,            0.077465,           0.0045903,          0.00097883,            0.089543,            0.048408,            0.014235,           0.0025893,           0.0025893,            0.076589
                  87,            0.091895,            0.084575,            0.016521,           0.0091317,             0.12676,            0.004986,           0.0010731,            0.090209,            0.047659,            0.014201,            0.002619,            0.002619,            0.076319
                  88,            0.092946,            0.086822,            0.018843,            0.010482,             0.15141,           0.0060994,           0.0015391,            0.089712,            0.047431,            0.014182,           0.0026486,           0.0026486,            0.076049
                  89,            0.093971,            0.085895,            0.017631,            0.010637,             0.14437,           0.0059651,           0.0013678,            0.089314,            0.047517,             0.01418,           0.0026782,           0.0026782,            0.075778
                  90,            0.089936,            0.076815,            0.017085,            0.011746,              0.1338,            0.006604,           0.0013939,            0.089556,            0.046972,            0.014334,           0.0027078,           0.0027078,            0.075508
                  91,            0.092027,            0.086108,            0.015797,            0.012473,              0.1831,            0.008882,           0.0018531,            0.089575,            0.046452,            0.014193,           0.0027374,           0.0027374,            0.075237
                  92,            0.091632,            0.087629,            0.017891,            0.022355,            0.035211,           0.0097995,           0.0021865,            0.090061,             0.04566,            0.014158,            0.002767,            0.002767,            0.074967
                  93,            0.088993,            0.080146,            0.016803,            0.032052,             0.14472,             0.01734,           0.0034641,            0.092423,            0.045062,            0.014093,           0.0027965,           0.0027965,            0.074697
                  94,            0.094603,            0.078685,            0.014901,            0.056565,             0.12359,            0.014419,           0.0021509,            0.094157,            0.047137,            0.014101,           0.0028261,           0.0028261,            0.074426
                  95,            0.093767,            0.089123,            0.015275,             0.52658,             0.06338,            0.013109,           0.0023118,             0.09391,            0.047251,            0.014013,           0.0028556,           0.0028556,            0.074156
                  96,            0.091746,            0.084256,            0.014054,            0.035982,            0.052817,            0.011202,           0.0019234,            0.094471,            0.050594,            0.014037,           0.0028852,           0.0028852,            0.073885
                  97,            0.092243,            0.079558,            0.014855,            0.024616,            0.021127,           0.0048802,           0.0011183,            0.098079,            0.056906,            0.014437,           0.0029147,           0.0029147,            0.073615
                  98,            0.094938,             0.06859,            0.015318,            0.039717,            0.045775,            0.013947,           0.0025735,            0.095658,            0.058589,             0.01418,           0.0029442,           0.0029442,            0.073344
                  99,            0.091407,            0.073907,            0.016922,            0.036628,            0.066901,            0.013542,           0.0027516,            0.096045,            0.061068,            0.014057,           0.0029738,           0.0029738,            0.073074
                 100,            0.089188,            0.081377,            0.018923,            0.055026,            0.042254,            0.017046,           0.0041078,            0.092485,            0.057965,            0.014314,           0.0030033,           0.0030033,            0.072803
                 101,            0.089304,            0.073106,            0.017437,            0.080518,            0.059859,            0.023715,           0.0060599,            0.091217,            0.049467,            0.014121,           0.0030328,           0.0030328,            0.072533
                 102,            0.087669,            0.069131,            0.014461,            0.026409,            0.056338,            0.016217,           0.0045839,            0.092463,            0.060825,            0.014367,           0.0030622,           0.0030622,            0.072262
                 103,            0.090168,            0.085883,            0.016537,             0.56677,            0.059859,            0.028977,           0.0081712,            0.094579,            0.071399,            0.014236,           0.0030917,           0.0030917,            0.071992
                 104,            0.090807,            0.085297,            0.015048,            0.069068,            0.091549,            0.043092,             0.01375,            0.091385,            0.073903,            0.013946,           0.0031212,           0.0031212,            0.071721
                 105,            0.088403,             0.07849,            0.014384,             0.59708,            0.042254,            0.031071,           0.0087999,            0.092986,            0.090778,            0.014199,           0.0031506,           0.0031506,            0.071451
                 106,            0.085476,            0.082032,             0.01715,            0.090136,             0.19401,            0.017753,           0.0054109,            0.093322,             0.15788,            0.014708,           0.0031801,           0.0031801,             0.07118
                 107,            0.083995,            0.073015,            0.016252,             0.62212,            0.084507,            0.060078,            0.017509,            0.088471,              0.0583,            0.013637,           0.0032095,           0.0032095,             0.07091
                 108,            0.083925,             0.06994,            0.016357,             0.58676,            0.084507,            0.046946,            0.017267,             0.08879,            0.073736,            0.013938,           0.0032389,           0.0032389,            0.070639
                 109,            0.083426,            0.080251,            0.016419,             0.57363,             0.11614,            0.048968,            0.013983,            0.091589,            0.091607,             0.01349,           0.0032684,           0.0032684,            0.070368
                 110,            0.083567,            0.072437,            0.017399,             0.58151,            0.080986,            0.035811,           0.0081227,            0.088248,            0.095104,            0.013881,           0.0032978,           0.0032978,            0.070098
                 111,             0.08209,            0.068482,            0.018911,             0.62941,             0.14437,            0.096665,            0.021879,            0.081846,            0.047795,            0.013753,           0.0033271,           0.0033271,            0.069827
                 112,            0.084137,            0.077184,            0.014397,             0.63009,             0.14736,             0.10243,            0.025442,            0.081752,            0.045293,            0.013537,           0.0033565,           0.0033565,            0.069557
                 113,            0.082024,            0.071374,             0.01647,             0.64704,             0.15845,             0.10589,            0.027503,            0.078941,            0.044007,            0.013466,           0.0033859,           0.0033859,            0.069286
                 114,            0.081063,            0.065821,            0.015767,             0.62323,             0.13028,            0.082909,            0.019466,            0.081486,             0.06121,            0.013426,           0.0034152,           0.0034152,            0.069015
                 115,            0.081134,            0.067703,            0.018514,             0.67085,             0.15493,             0.10894,            0.027259,            0.079066,            0.058576,             0.01368,           0.0034446,           0.0034446,            0.068745
                 116,            0.080773,            0.073375,            0.016863,             0.63785,             0.15815,             0.10547,            0.031592,            0.078281,            0.050066,            0.013644,           0.0034739,           0.0034739,            0.068474
                 117,            0.079575,            0.071048,            0.018027,               0.106,             0.25387,            0.060336,            0.016762,             0.08551,            0.048932,            0.013641,           0.0035032,           0.0035032,            0.068203
                 118,            0.082876,            0.076163,            0.016796,              0.6049,             0.11218,             0.06838,            0.022585,            0.081049,            0.056696,            0.013595,           0.0035326,           0.0035326,            0.067933
                 119,            0.079746,            0.079899,            0.015712,             0.66158,             0.12324,             0.10891,            0.030486,            0.079957,            0.043685,            0.013124,           0.0035619,           0.0035619,            0.067662
                 120,            0.074875,            0.065287,            0.015421,             0.64522,             0.22535,             0.13999,            0.038247,            0.077354,            0.052774,            0.013718,           0.0035911,           0.0035911,            0.067391
                 121,            0.083929,            0.071823,            0.015368,             0.12631,             0.34894,             0.11727,            0.025438,            0.078013,            0.040098,             0.01352,           0.0036204,           0.0036204,             0.06712
                 122,             0.07786,            0.061611,            0.016621,             0.10414,             0.27852,            0.059497,            0.015934,            0.079229,            0.058078,            0.013924,           0.0036497,           0.0036497,             0.06685
                 123,            0.077495,            0.076529,            0.017973,             0.56901,             0.17254,            0.058492,            0.013785,            0.083884,            0.073148,            0.014061,           0.0036789,           0.0036789,            0.066579
                 124,            0.077718,            0.065021,            0.015012,             0.62486,              0.1338,            0.075487,            0.019481,            0.078234,            0.045721,            0.013483,           0.0037082,           0.0037082,            0.066308
                 125,            0.080061,            0.062772,             0.01847,               0.135,             0.13675,            0.083489,            0.020649,            0.079221,             0.03999,            0.013641,           0.0037374,           0.0037374,            0.066037
                 126,            0.075971,            0.066616,            0.015479,             0.10689,             0.10532,            0.056318,            0.016482,            0.079008,            0.041847,            0.013576,           0.0037666,           0.0037666,            0.065767
                 127,            0.078358,             0.06489,            0.015185,             0.13559,             0.23592,             0.13467,            0.038257,            0.074504,            0.036959,            0.013715,           0.0037958,           0.0037958,            0.065496
                 128,            0.074763,            0.070391,             0.01576,             0.59083,              0.1162,             0.09384,            0.035081,             0.08152,             0.11883,            0.014011,            0.003825,            0.003825,            0.065225
                 129,            0.073016,            0.072122,            0.019237,             0.66611,             0.21831,             0.15853,            0.048383,            0.074713,            0.038343,            0.013496,           0.0038542,           0.0038542,            0.064954
                 130,            0.071734,            0.065295,            0.017533,             0.12391,             0.24316,            0.097537,            0.021619,            0.084004,             0.03512,            0.013532,           0.0038833,           0.0038833,            0.064683
                 131,             0.07478,             0.07697,            0.015784,               0.681,             0.14437,             0.11871,            0.036732,            0.082639,            0.051999,            0.013612,           0.0039125,           0.0039125,            0.064413
                 132,            0.078142,            0.067011,            0.016303,             0.65559,             0.20043,             0.15558,            0.051267,             0.07063,            0.047704,            0.013644,           0.0039416,           0.0039416,            0.064142
                 133,            0.074367,            0.066824,            0.016624,             0.67458,             0.20401,             0.13957,            0.041543,            0.072242,            0.037054,            0.013407,           0.0039708,           0.0039708,            0.063871
                 134,            0.074259,            0.076706,            0.016528,             0.69263,             0.19014,             0.16571,            0.054719,            0.071791,            0.039818,            0.013501,           0.0039999,           0.0039999,              0.0636
                 135,            0.076028,            0.074923,            0.019161,              0.7144,             0.22535,              0.1986,            0.060735,            0.066243,            0.038974,            0.013833,            0.004029,            0.004029,            0.063329
                 136,            0.067569,            0.063586,            0.017103,             0.65025,             0.18662,             0.12318,            0.034707,            0.070985,            0.055508,            0.013498,           0.0040581,           0.0040581,            0.063058
                 137,            0.074532,            0.075504,            0.018186,               0.644,             0.17254,             0.10919,            0.034924,            0.079927,             0.05282,            0.013728,           0.0040871,           0.0040871,            0.062787
                 138,            0.075878,            0.059778,            0.014704,             0.68222,             0.21831,             0.15272,            0.042637,            0.073927,            0.040852,            0.013675,           0.0041162,           0.0041162,            0.062516
                 139,            0.068511,            0.064727,            0.021451,             0.68137,             0.21446,             0.17447,             0.05704,            0.070269,            0.039704,            0.013584,           0.0041452,           0.0041452,            0.062245
                 140,            0.070178,             0.06443,            0.017657,             0.67547,             0.23239,             0.17263,            0.052881,            0.068572,            0.038555,            0.013708,           0.0041743,           0.0041743,            0.061974
                 141,             0.06872,            0.065502,            0.019403,             0.70104,             0.23592,              0.1894,             0.06731,            0.066359,            0.038016,            0.013755,           0.0042033,           0.0042033,            0.061703
                 142,            0.068305,            0.061424,            0.017533,              0.7302,             0.22887,              0.1998,            0.066973,             0.06776,            0.045217,            0.013803,           0.0042323,           0.0042323,            0.061432
                 143,            0.072793,            0.058289,            0.014097,              0.6757,             0.20423,              0.1524,            0.050164,            0.074705,            0.045246,            0.013665,           0.0042613,           0.0042613,            0.061161
                 144,            0.072679,            0.066697,            0.016793,             0.58591,             0.16197,            0.064021,            0.018484,            0.074004,             0.06966,             0.01369,           0.0042903,           0.0042903,             0.06089
                 145,            0.070648,            0.077382,            0.018566,             0.68121,             0.24296,             0.18966,            0.058024,            0.069825,              0.0524,            0.013683,           0.0043192,           0.0043192,            0.060619
                 146,            0.071711,            0.062098,            0.016195,             0.75765,             0.23583,             0.20097,            0.054807,            0.069518,            0.042499,            0.013742,           0.0043482,           0.0043482,            0.060348
                 147,             0.07012,            0.066015,            0.016905,             0.62289,             0.12324,            0.087417,            0.026693,            0.087782,            0.053396,             0.01357,           0.0043771,           0.0043771,            0.060077
                 148,            0.075624,             0.06528,            0.017138,             0.69096,             0.25704,             0.17678,            0.058158,            0.068477,            0.043763,            0.013621,            0.004406,            0.004406,            0.059806
                 149,            0.069912,            0.060179,            0.015245,             0.72633,             0.20775,             0.18883,            0.063357,            0.065253,            0.039102,             0.01372,           0.0044349,           0.0044349,            0.059535
                 150,            0.066752,            0.064992,            0.017159,             0.66489,             0.22535,             0.13119,            0.040907,            0.069861,            0.041362,              0.0136,           0.0044638,           0.0044638,            0.059264
                 151,            0.067792,            0.063758,            0.017623,             0.70988,             0.26056,             0.19704,            0.063084,            0.066078,            0.036163,            0.013579,           0.0044927,           0.0044927,            0.058993
                 152,             0.07076,            0.075035,            0.016711,             0.68921,             0.26366,             0.16534,            0.041168,            0.071676,            0.044163,            0.013639,           0.0045215,           0.0045215,            0.058722
