               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 240,            0.056063,            0.047552,            0.013475,             0.27938,             0.59049,             0.40201,             0.17007,            0.049506,            0.027032,            0.013011,           0.0069918,           0.0069918,            0.034792
                 241,            0.051018,            0.050107,            0.015406,             0.28264,              0.5088,             0.38589,             0.16126,            0.051979,            0.028133,            0.012848,            0.007019,            0.007019,            0.034519
                 242,            0.053573,            0.061918,             0.01423,             0.25071,             0.52993,              0.3458,             0.11868,            0.056976,            0.031243,            0.012367,           0.0070461,           0.0070461,            0.034246
                 243,            0.056344,            0.058643,            0.015707,             0.86193,             0.29538,             0.39006,             0.15272,            0.056927,            0.038761,            0.012665,           0.0070733,           0.0070733,            0.033973
                 244,            0.052093,            0.051454,            0.015383,             0.36024,             0.48028,             0.39437,              0.1682,            0.051827,            0.029247,            0.012917,           0.0071004,           0.0071004,              0.0337
                 245,             0.04795,            0.051571,            0.014045,             0.25384,              0.5088,             0.35537,             0.16579,            0.050267,            0.029335,            0.012765,           0.0071274,           0.0071274,            0.033427
                 246,            0.052074,            0.046511,            0.012773,             0.35333,             0.62788,             0.46562,             0.19336,            0.049852,            0.027883,            0.012514,           0.0071545,           0.0071545,            0.033154
                 247,            0.049899,            0.046138,            0.013581,             0.40099,             0.50467,             0.46031,             0.19669,             0.05121,            0.028429,             0.01276,           0.0071815,           0.0071815,            0.032881
                 248,            0.056337,            0.054439,            0.013754,             0.80627,             0.29577,             0.34048,             0.12007,            0.055657,             0.03984,            0.012754,           0.0072085,           0.0072085,            0.032608
                 249,            0.057307,             0.04787,            0.013978,             0.36915,             0.53028,             0.41542,             0.16135,            0.052486,             0.02825,            0.012757,           0.0072355,           0.0072355,            0.032335
                 250,            0.052492,            0.046724,            0.013566,             0.56839,              0.4662,             0.42144,             0.16987,            0.051638,             0.02869,             0.01309,           0.0072624,           0.0072624,            0.032062
                 251,            0.052846,            0.054454,            0.011781,             0.51228,             0.50528,             0.44193,             0.18449,            0.052645,            0.027383,            0.012319,           0.0072893,           0.0072893,            0.031789
                 252,            0.053606,             0.05732,              0.0123,             0.60869,             0.41323,             0.40844,              0.1815,            0.051275,            0.027555,              0.0126,           0.0073162,           0.0073162,            0.031516
                 253,            0.055128,            0.054509,            0.014722,             0.60176,             0.32782,             0.34466,             0.15056,            0.052277,            0.032129,            0.013247,           0.0073431,           0.0073431,            0.031243
                 254,            0.053748,            0.053846,            0.015088,             0.41282,             0.53315,             0.41444,             0.18061,            0.049769,            0.029168,            0.012751,             0.00737,             0.00737,             0.03097
                 255,            0.052724,              0.0529,            0.014457,             0.53071,             0.55528,             0.51787,             0.22227,            0.053365,            0.027563,            0.012092,           0.0073968,           0.0073968,            0.030697
                 256,            0.053939,            0.056395,            0.015016,             0.32683,              0.4662,                0.35,             0.13247,            0.055767,            0.031523,            0.012196,           0.0074236,           0.0074236,            0.030424
                 257,            0.057393,             0.05029,            0.012154,             0.39288,             0.35246,             0.28107,            0.085974,            0.063734,            0.028095,            0.011725,           0.0074504,           0.0074504,             0.03015
                 258,            0.054796,            0.054832,            0.012042,             0.41831,             0.59079,             0.47875,             0.20906,            0.051677,            0.028512,            0.011769,           0.0074771,           0.0074771,            0.029877
                 259,            0.056513,            0.052652,            0.012445,             0.47818,             0.51948,             0.47375,             0.19069,            0.050198,            0.026904,            0.011794,           0.0075039,           0.0075039,            0.029604
                 260,            0.055262,            0.054127,             0.01171,             0.38201,             0.44507,             0.37656,             0.13276,            0.057842,            0.030654,            0.011986,           0.0075306,           0.0075306,            0.029331
                 261,            0.055065,            0.051018,            0.011491,             0.52784,             0.42359,              0.4165,             0.15839,            0.055042,            0.029978,            0.012065,           0.0075573,           0.0075573,            0.029057
                 262,            0.053125,            0.050788,            0.010917,             0.43286,             0.56937,             0.45203,             0.16047,            0.055729,            0.028648,            0.011713,           0.0075839,           0.0075839,            0.028784
                 263,            0.052473,            0.052094,            0.011427,             0.40505,             0.45669,             0.44977,             0.17738,            0.053535,            0.032237,            0.010709,           0.0076105,           0.0076105,            0.028511
                 264,            0.052039,            0.059542,            0.011903,             0.38812,             0.55528,              0.4268,             0.15122,            0.057416,            0.032833,            0.011278,           0.0076372,           0.0076372,            0.028237
                 265,             0.05529,            0.046842,            0.010028,             0.86276,             0.35876,             0.43337,             0.17892,            0.053555,             0.02841,            0.011399,           0.0076637,           0.0076637,            0.027964
                 266,            0.050153,            0.048139,            0.010175,             0.47736,             0.56916,             0.44467,             0.16335,            0.052929,            0.026129,            0.010828,           0.0076903,           0.0076903,             0.02769
                 267,            0.055047,            0.060326,            0.011232,             0.49371,              0.5284,             0.48023,             0.18573,             0.05245,            0.031431,              0.0103,           0.0077168,           0.0077168,            0.027417
                 268,            0.050417,            0.045583,            0.010589,             0.90321,             0.40017,             0.44055,             0.20318,            0.050516,              0.0308,            0.010898,           0.0077433,           0.0077433,            0.027143
                 269,            0.048628,             0.05403,            0.012364,             0.81714,             0.42164,             0.50867,             0.20138,            0.051718,            0.027286,           0.0096551,           0.0077698,           0.0077698,             0.02687
                 270,            0.053235,            0.050642,            0.010281,             0.49844,             0.51937,             0.49338,             0.20511,             0.05033,            0.028514,            0.010432,           0.0077963,           0.0077963,            0.026596
                 271,            0.052811,             0.04791,           0.0085169,             0.63373,             0.56889,             0.59998,             0.25566,            0.050709,             0.02629,           0.0095807,           0.0078227,           0.0078227,            0.026323
                 272,            0.050222,            0.051042,            0.008872,             0.58255,              0.6088,             0.59971,             0.27238,            0.048723,             0.02702,            0.010424,           0.0078491,           0.0078491,            0.026049
                 273,            0.049441,             0.05349,           0.0085751,             0.45315,             0.57967,             0.51439,             0.22049,            0.048057,            0.030513,           0.0094387,           0.0078755,           0.0078755,            0.025775
                 274,            0.050581,            0.047909,           0.0086699,             0.80163,             0.42324,             0.49479,             0.22654,            0.048034,            0.026321,             0.00957,           0.0079018,           0.0079018,            0.025502
                 275,            0.057448,            0.055046,           0.0091624,             0.80494,             0.39107,             0.43963,             0.14788,            0.056361,            0.028009,            0.010075,           0.0079282,           0.0079282,            0.025228
                 276,             0.05604,            0.060662,           0.0084535,             0.47748,             0.55845,             0.49819,             0.20185,            0.049318,            0.030135,           0.0099496,           0.0079545,           0.0079545,            0.024954
                 277,            0.051865,            0.056395,           0.0087306,               0.608,             0.48768,             0.51123,             0.19396,            0.049394,            0.030861,           0.0096909,           0.0079807,           0.0079807,            0.024681
                 278,            0.053739,            0.049618,           0.0084519,             0.57486,             0.50176,             0.47559,             0.16997,            0.051518,            0.027957,            0.009171,            0.008007,            0.008007,            0.024407
                 279,            0.050033,            0.050734,           0.0087234,             0.55098,             0.50528,             0.53878,             0.22625,             0.04985,            0.026006,           0.0092592,           0.0080332,           0.0080332,            0.024133
                 280,            0.056088,            0.070064,           0.0084243,             0.51029,             0.48063,              0.4331,             0.18881,            0.050124,            0.027548,           0.0096782,           0.0080594,           0.0080594,            0.023859
                 281,            0.052182,            0.056371,           0.0088375,             0.70622,              0.4803,             0.55828,             0.23275,            0.047333,            0.026346,           0.0096982,           0.0080856,           0.0080856,            0.023586
                 282,            0.050501,            0.055615,           0.0081133,              0.5803,             0.41983,             0.43595,             0.18376,            0.049302,            0.034458,            0.010042,           0.0081117,           0.0081117,            0.023312
                 283,            0.050921,            0.051906,           0.0073675,             0.57731,             0.50563,             0.52535,             0.22993,            0.048154,            0.026334,           0.0093433,           0.0081378,           0.0081378,            0.023038
                 284,            0.054181,            0.056174,           0.0087377,             0.66459,             0.45211,             0.46998,             0.17307,            0.051002,            0.027175,           0.0095797,           0.0081639,           0.0081639,            0.022764
                 285,            0.050195,            0.059847,           0.0068097,             0.56606,             0.48389,             0.48983,             0.19244,            0.051604,             0.02924,           0.0099049,             0.00819,             0.00819,             0.02249
                 286,            0.047686,            0.045867,           0.0071253,             0.89912,              0.4087,             0.49688,              0.2265,            0.048187,            0.025943,            0.010428,            0.008216,            0.008216,            0.022216
                 287,            0.053643,             0.05503,           0.0077616,             0.52705,              0.4591,             0.36714,             0.11767,            0.056616,            0.031479,            0.010076,            0.008242,            0.008242,            0.021942
                 288,             0.05132,            0.057888,           0.0079571,             0.79037,             0.41199,             0.43594,             0.16119,            0.052812,            0.035766,             0.01023,            0.008268,            0.008268,            0.021668
                 289,            0.048201,            0.056345,           0.0077698,             0.58656,              0.5834,             0.53631,             0.23625,            0.049278,            0.029077,            0.010048,           0.0082939,           0.0082939,            0.021394
                 290,            0.052718,            0.049098,             0.00881,             0.65516,             0.35634,             0.22267,             0.07381,            0.059504,              0.0564,            0.012485,           0.0083199,           0.0083199,             0.02112
                 291,            0.052319,            0.048016,           0.0090084,             0.60744,             0.24014,             0.15142,            0.045937,            0.078589,            0.059338,            0.014441,           0.0083458,           0.0083458,            0.020846
                 292,            0.046124,            0.051495,           0.0075518,             0.50475,             0.45246,             0.41443,             0.18729,            0.053709,            0.043229,            0.010922,           0.0083716,           0.0083716,            0.020572
                 293,            0.047487,            0.054011,           0.0065701,             0.49501,             0.50563,             0.43448,             0.17069,            0.050814,             0.03387,            0.011266,           0.0083975,           0.0083975,            0.020297
                 294,            0.046681,            0.047861,           0.0068434,             0.50771,             0.53366,             0.51171,             0.23441,            0.045529,            0.026826,             0.01111,           0.0084233,           0.0084233,            0.020023
                 295,            0.048419,            0.050645,           0.0074284,             0.64673,             0.48766,             0.46586,             0.18005,            0.050821,            0.029261,             0.01102,           0.0084491,           0.0084491,            0.019749
                 296,            0.050735,            0.048149,           0.0063576,             0.76931,             0.45649,             0.52695,             0.20424,            0.049137,            0.025938,            0.010254,           0.0084748,           0.0084748,            0.019475
                 297,            0.046515,            0.044642,            0.006167,             0.66333,             0.45211,             0.49298,             0.21486,            0.049019,            0.025978,            0.011038,           0.0085006,           0.0085006,            0.019201
                 298,            0.047102,            0.046869,           0.0059783,             0.71012,             0.42359,             0.46891,             0.18698,            0.051456,            0.025765,            0.010516,           0.0085263,           0.0085263,            0.018926
                 299,            0.049403,            0.050618,           0.0071856,             0.73573,             0.47715,             0.52965,             0.21889,            0.048853,             0.02926,           0.0096909,           0.0085519,           0.0085519,            0.018652
                 300,            0.048549,            0.066952,           0.0073828,             0.65566,             0.49913,             0.52879,             0.21681,            0.048688,            0.025532,            0.011122,           0.0085776,           0.0085776,            0.018378
                 301,             0.04834,            0.047743,           0.0076208,             0.60903,             0.48451,             0.48281,             0.20277,            0.054116,            0.026648,            0.012408,           0.0086032,           0.0086032,            0.018103
                 302,            0.046213,            0.045847,           0.0046183,             0.78464,             0.45209,             0.52764,             0.24841,            0.046942,            0.026699,            0.010496,           0.0086288,           0.0086288,            0.017829
                 303,            0.049383,            0.044884,           0.0055872,             0.54003,             0.45563,             0.45846,             0.17231,            0.055808,            0.026764,            0.010599,           0.0086544,           0.0086544,            0.017554
                 304,            0.049408,            0.044831,           0.0059976,             0.52544,             0.50202,             0.48638,             0.22487,            0.047758,            0.027619,            0.010198,           0.0086799,           0.0086799,             0.01728
                 305,            0.047083,            0.046762,            0.005707,             0.65418,             0.44165,             0.49455,             0.20549,            0.049291,            0.028158,            0.010393,           0.0087054,           0.0087054,            0.017005
                 306,            0.047612,            0.049085,           0.0056434,             0.77829,             0.43451,             0.54636,             0.24882,            0.047773,            0.026462,           0.0097664,           0.0087309,           0.0087309,            0.016731
                 307,            0.049031,            0.058081,           0.0068994,             0.70196,             0.41653,             0.48017,             0.21262,            0.049187,             0.02592,           0.0090194,           0.0087563,           0.0087563,            0.016456
                 308,             0.04993,             0.04788,           0.0054608,             0.61823,             0.65619,             0.57547,             0.21565,            0.054527,            0.027271,           0.0091049,           0.0087818,           0.0087818,            0.016182
                 309,            0.045412,            0.052805,           0.0067208,             0.55522,             0.49824,             0.53191,             0.24063,            0.047682,            0.030159,           0.0099763,           0.0088072,           0.0088072,            0.015907
                 310,            0.051256,            0.050201,           0.0055528,             0.55714,             0.42782,              0.4438,             0.18474,            0.052834,            0.027185,           0.0094917,           0.0088325,           0.0088325,            0.015633
                 311,             0.04747,            0.046691,           0.0051239,             0.74828,              0.4952,             0.56058,             0.23061,            0.048576,            0.027923,            0.010937,           0.0088578,           0.0088578,            0.015358
                 312,            0.045496,            0.049573,            0.005096,              0.7717,             0.44824,             0.56715,             0.25256,            0.044188,            0.026349,            0.010468,           0.0088832,           0.0088832,            0.015083
                 313,            0.051207,            0.050741,           0.0051851,             0.85419,             0.40211,             0.45537,             0.15571,             0.05928,             0.03493,           0.0093092,           0.0089084,           0.0089084,            0.014808
                 314,            0.047321,            0.052315,           0.0063882,             0.60941,              0.5412,              0.5617,             0.23308,            0.048281,            0.026567,           0.0087091,           0.0089337,           0.0089337,            0.014534
                 315,            0.046864,            0.050629,           0.0051976,             0.52056,             0.61607,              0.5732,             0.22232,            0.047547,            0.027678,           0.0079108,           0.0089589,           0.0089589,            0.014259
                 316,            0.050332,            0.059334,           0.0054535,             0.76431,             0.43803,             0.57689,             0.19744,            0.051097,            0.028167,           0.0089271,           0.0089841,           0.0089841,            0.013984
                 317,            0.047914,            0.045966,           0.0061881,             0.57256,              0.5412,             0.55738,             0.26221,            0.047165,            0.027273,           0.0081454,           0.0090092,           0.0090092,            0.013709
                 318,            0.046157,            0.046128,           0.0052257,             0.58342,             0.56303,              0.5867,             0.27146,            0.046511,             0.02581,           0.0080437,           0.0090344,           0.0090344,            0.013434
                 319,            0.050353,            0.051781,           0.0053231,             0.60754,             0.57757,             0.56104,             0.27183,            0.044877,            0.025286,           0.0091249,           0.0090595,           0.0090595,            0.013159
                 320,            0.044009,            0.047866,           0.0059367,             0.59441,             0.58697,             0.56537,             0.26493,            0.046274,            0.025809,           0.0084497,           0.0090845,           0.0090845,            0.012885
                 321,            0.047457,            0.049011,           0.0054518,             0.69286,             0.47913,             0.51813,             0.25127,            0.046798,            0.029424,           0.0095194,           0.0091096,           0.0091096,             0.01261
                 322,            0.047916,             0.05277,           0.0052387,             0.68862,             0.57007,             0.59264,             0.23161,            0.048158,            0.026105,           0.0096363,           0.0091346,           0.0091346,            0.012335
                 323,            0.046222,            0.049814,           0.0044046,             0.80141,             0.45634,             0.56115,              0.2507,            0.048445,            0.025827,            0.010166,           0.0091596,           0.0091596,             0.01206
                 324,            0.044033,            0.046662,           0.0056211,             0.56653,             0.51964,             0.51963,             0.24067,            0.046857,            0.025145,            0.011123,           0.0091845,           0.0091845,            0.011785
                 325,            0.042752,            0.043028,           0.0047485,             0.73698,             0.44531,             0.51388,             0.23994,            0.048461,            0.026977,              0.0116,           0.0092094,           0.0092094,            0.011509
                 326,            0.048822,            0.048364,             0.00598,              0.8591,              0.4993,             0.60826,             0.25295,            0.048292,             0.02868,           0.0095072,           0.0092343,           0.0092343,            0.011234
                 327,            0.047416,            0.046943,           0.0064126,             0.60979,             0.51604,             0.55977,             0.26219,            0.045098,            0.025885,           0.0083455,           0.0092592,           0.0092592,            0.010959
                 328,             0.04583,            0.049194,           0.0056178,             0.48792,             0.56549,             0.54625,             0.25844,            0.043912,            0.027158,           0.0095743,            0.009284,            0.009284,            0.010684
                 329,            0.044696,            0.045387,           0.0048621,             0.47901,             0.56937,             0.52445,             0.23642,            0.045831,            0.026041,            0.011048,           0.0093088,           0.0093088,            0.010409
                 330,             0.04377,            0.043684,           0.0046368,             0.52196,             0.57127,             0.49269,             0.23471,            0.046671,            0.026815,            0.012891,           0.0093336,           0.0093336,            0.010134
                 331,            0.043484,             0.04617,           0.0041075,             0.53078,             0.55913,              0.5283,             0.24782,            0.045705,            0.025344,             0.01097,           0.0093583,           0.0093583,           0.0098583
                 332,            0.045318,             0.04556,           0.0043022,             0.42463,             0.52289,             0.48572,             0.19564,            0.050307,            0.026015,            0.011543,            0.009383,            0.009383,            0.009583
                 333,            0.048534,            0.050102,           0.0063601,             0.47436,              0.5226,             0.48778,              0.1968,            0.050418,            0.027045,            0.011921,           0.0093983,           0.0093983,           0.0093983
                 334,            0.044894,            0.044297,           0.0043093,             0.53016,             0.65915,             0.55292,             0.26533,            0.046293,            0.026162,            0.011432,           0.0093983,           0.0093983,           0.0093983
                 335,            0.042649,            0.045761,            0.005125,             0.62071,             0.58078,             0.56544,             0.27006,            0.045857,            0.026355,            0.010399,           0.0093948,           0.0093948,           0.0093948
                 336,            0.043324,            0.057272,           0.0047614,             0.69715,             0.59303,             0.61972,             0.28951,            0.043914,              0.0287,           0.0077098,           0.0093912,           0.0093912,           0.0093912
                 337,            0.040739,            0.042479,           0.0057146,             0.68564,             0.55915,              0.5838,             0.28182,            0.043811,            0.025316,           0.0092281,           0.0093877,           0.0093877,           0.0093877
                 338,            0.043492,            0.047817,           0.0053137,             0.79106,             0.59472,             0.66144,             0.30927,            0.045705,            0.024602,           0.0078205,           0.0093841,           0.0093841,           0.0093841
                 339,             0.04873,            0.043159,           0.0042134,              0.6772,             0.49824,             0.51869,             0.24603,            0.049048,            0.025726,            0.010481,           0.0093805,           0.0093805,           0.0093805
                 340,            0.043903,            0.044244,           0.0048074,             0.63155,             0.63028,             0.57105,             0.24444,            0.048588,            0.025407,            0.010048,           0.0093769,           0.0093769,           0.0093769
                 341,            0.044635,            0.044013,           0.0046608,             0.65399,             0.54453,             0.56108,             0.24499,            0.050802,            0.025546,            0.009203,           0.0093733,           0.0093733,           0.0093733
                 342,            0.044244,            0.043988,           0.0046874,             0.62384,             0.61225,             0.58447,             0.28474,            0.047541,            0.027181,            0.010803,           0.0093697,           0.0093697,           0.0093697
                 343,            0.047854,            0.045685,           0.0042944,             0.63368,             0.53768,             0.56605,             0.25693,            0.047512,            0.026451,           0.0086117,           0.0093661,           0.0093661,           0.0093661
                 344,            0.041665,            0.043386,            0.005523,             0.50406,             0.49883,             0.48363,             0.23707,            0.046067,            0.029421,            0.012402,           0.0093625,           0.0093625,           0.0093625
                 345,            0.042141,            0.042537,           0.0039823,             0.55955,             0.64824,             0.55521,              0.2722,            0.047188,            0.027502,            0.011162,           0.0093589,           0.0093589,           0.0093589
                 346,            0.043175,            0.047718,           0.0043129,             0.81679,             0.51974,             0.56245,             0.28295,            0.045509,            0.027644,            0.012028,           0.0093552,           0.0093552,           0.0093552
                 347,            0.040063,            0.040579,           0.0041989,             0.66546,             0.48764,             0.49379,             0.22926,            0.047483,            0.026531,            0.012008,           0.0093516,           0.0093516,           0.0093516
                 348,            0.043681,            0.044539,           0.0034003,             0.64613,             0.48562,             0.51816,             0.24313,            0.045706,            0.026228,            0.011112,           0.0093479,           0.0093479,           0.0093479
                 349,             0.04472,            0.051542,           0.0046381,             0.47782,             0.48283,             0.46838,             0.23551,             0.04696,            0.028845,            0.010544,           0.0093442,           0.0093442,           0.0093442
                 350,            0.042388,            0.043818,           0.0042075,             0.63906,             0.54648,             0.55924,             0.22822,            0.046013,            0.026941,            0.010099,           0.0093406,           0.0093406,           0.0093406
                 351,            0.041992,            0.041675,           0.0034892,             0.62275,             0.63028,             0.60635,             0.28961,            0.043637,            0.026107,           0.0094791,           0.0093369,           0.0093369,           0.0093369
                 352,            0.040532,            0.043673,           0.0038572,             0.69709,              0.5412,             0.56822,             0.26169,            0.044021,            0.025615,            0.009335,           0.0093332,           0.0093332,           0.0093332
                 353,            0.041631,            0.047808,           0.0042232,              0.7732,             0.52324,             0.57362,             0.26699,            0.044802,            0.026232,           0.0098787,           0.0093295,           0.0093295,           0.0093295
                 354,            0.045184,            0.048415,           0.0045615,             0.66724,             0.53415,             0.54361,             0.24087,            0.046809,            0.026557,            0.010163,           0.0093258,           0.0093258,           0.0093258
                 355,            0.046934,            0.054911,           0.0041566,             0.68642,             0.49389,             0.56293,             0.26722,            0.045632,            0.025026,            0.010103,            0.009322,            0.009322,            0.009322
                 356,            0.043015,            0.038789,           0.0036182,             0.61557,             0.54527,              0.5686,             0.29525,            0.043852,            0.025205,            0.013785,           0.0093183,           0.0093183,           0.0093183
                 357,            0.039569,            0.045365,           0.0037027,             0.65134,             0.49483,              0.5125,             0.21804,            0.050558,            0.031127,            0.011287,           0.0093146,           0.0093146,           0.0093146
                 358,            0.044555,            0.052816,           0.0056074,             0.57253,             0.57714,               0.527,             0.22842,            0.047644,            0.028025,            0.014226,           0.0093108,           0.0093108,           0.0093108
                 359,            0.043893,            0.044386,           0.0042913,             0.69928,             0.46735,             0.54691,             0.24601,            0.044068,            0.026021,            0.011146,            0.009307,            0.009307,            0.009307
                 360,             0.04077,            0.037225,           0.0031265,             0.64419,             0.50196,             0.53848,             0.27993,            0.046126,             0.02596,             0.01226,           0.0093033,           0.0093033,           0.0093033
                 361,            0.041011,            0.041178,           0.0046144,             0.80235,             0.36055,             0.46547,             0.22687,            0.049669,            0.028817,            0.011477,           0.0092995,           0.0092995,           0.0092995
                 362,            0.043897,            0.044889,           0.0039344,             0.78047,              0.4743,             0.51635,              0.2144,            0.050353,            0.027075,            0.010161,           0.0092957,           0.0092957,           0.0092957
                 363,            0.044865,            0.043477,           0.0037904,             0.70826,             0.49894,             0.54722,             0.27443,             0.04523,             0.02575,            0.011627,           0.0092919,           0.0092919,           0.0092919
                 364,            0.041524,            0.040808,           0.0045363,             0.54125,             0.65859,             0.58192,             0.25132,            0.045246,            0.025809,           0.0089083,           0.0092881,           0.0092881,           0.0092881
                 365,            0.041539,            0.038836,           0.0031273,             0.59105,              0.5662,              0.5915,             0.26177,            0.044257,            0.026193,           0.0089438,           0.0092843,           0.0092843,           0.0092843
                 366,            0.042943,            0.049207,           0.0036674,             0.48696,             0.57289,             0.50909,             0.25036,             0.04614,            0.029376,           0.0085922,           0.0092804,           0.0092804,           0.0092804
                 367,            0.042477,            0.056698,           0.0038917,             0.55603,             0.56585,             0.54798,              0.2332,            0.048415,            0.026861,            0.010126,           0.0092766,           0.0092766,           0.0092766
                 368,            0.041711,            0.041722,           0.0036974,             0.66787,             0.54098,             0.56701,             0.28638,            0.044583,            0.026008,            0.010788,           0.0092727,           0.0092727,           0.0092727
                 369,            0.037674,            0.039111,           0.0041726,             0.64027,             0.54821,             0.56124,             0.25974,            0.044653,            0.026033,            0.010647,           0.0092689,           0.0092689,           0.0092689
                 370,            0.040527,            0.045809,           0.0031147,             0.70462,             0.54061,             0.60865,             0.31692,            0.043301,            0.025379,           0.0079665,            0.009265,            0.009265,            0.009265
                 371,            0.043504,            0.049229,           0.0039214,             0.69884,             0.40627,             0.50204,             0.23627,            0.046333,            0.028405,            0.010869,           0.0092611,           0.0092611,           0.0092611
                 372,            0.042043,            0.046389,           0.0031423,              0.6712,              0.5412,              0.5921,             0.28624,            0.044399,            0.025342,           0.0087764,           0.0092572,           0.0092572,           0.0092572
                 373,            0.041268,            0.040371,           0.0036719,             0.65311,             0.49128,             0.53436,             0.23042,            0.044524,            0.025666,             0.01059,           0.0092534,           0.0092534,           0.0092534
                 374,            0.043697,            0.053909,           0.0039823,             0.64269,             0.56972,             0.57813,              0.2785,            0.044321,            0.024942,           0.0090486,           0.0092494,           0.0092494,           0.0092494
                 375,            0.042428,            0.040255,           0.0041524,             0.69245,             0.45986,             0.50194,             0.23552,            0.046476,            0.026293,             0.01177,           0.0092455,           0.0092455,           0.0092455
                 376,            0.043817,            0.042194,           0.0034508,             0.60374,              0.6578,             0.63363,             0.29356,            0.043633,            0.026587,           0.0096909,           0.0092416,           0.0092416,           0.0092416
                 377,            0.041579,            0.044324,           0.0034975,              0.5927,             0.63721,             0.59781,             0.27617,            0.044361,            0.025705,            0.010096,           0.0092377,           0.0092377,           0.0092377
                 378,            0.042629,            0.050074,           0.0038359,             0.65075,             0.52451,             0.59184,              0.2918,            0.041433,            0.026617,           0.0091421,           0.0092337,           0.0092337,           0.0092337
                 379,            0.041157,            0.047211,           0.0037788,             0.58849,             0.56585,             0.54728,              0.2644,            0.044455,            0.026323,           0.0081758,           0.0092298,           0.0092298,           0.0092298
                 380,            0.042722,            0.044322,           0.0033955,             0.73553,              0.6838,             0.70666,             0.34816,            0.041389,            0.024982,           0.0061325,           0.0092258,           0.0092258,           0.0092258
                 381,             0.04051,             0.04869,           0.0033509,             0.78785,             0.55559,             0.66716,             0.33414,            0.040865,             0.02425,           0.0072009,           0.0092219,           0.0092219,           0.0092219
                 382,             0.03616,            0.041652,           0.0025928,             0.83742,             0.65815,             0.74066,             0.36658,            0.041774,            0.024092,           0.0059848,           0.0092179,           0.0092179,           0.0092179
                 383,            0.038829,            0.042895,           0.0034797,             0.86893,             0.64085,             0.72799,             0.33945,            0.042592,            0.024251,           0.0066649,           0.0092139,           0.0092139,           0.0092139
                 384,            0.038882,            0.040483,           0.0031696,             0.70985,             0.57676,             0.61287,             0.27987,            0.044667,            0.024628,           0.0085446,           0.0092099,           0.0092099,           0.0092099
                 385,            0.044878,            0.042874,            0.002826,             0.68734,             0.58795,             0.65157,             0.28912,            0.046398,            0.025161,           0.0084759,           0.0092059,           0.0092059,           0.0092059
                 386,             0.04183,            0.046538,           0.0039578,             0.70743,             0.56303,             0.58924,             0.26569,            0.043362,            0.025094,           0.0099062,           0.0092019,           0.0092019,           0.0092019
                 387,            0.036522,            0.038836,           0.0029563,             0.58055,             0.63731,             0.60847,             0.30995,             0.04245,            0.024353,            0.010283,           0.0091979,           0.0091979,           0.0091979
                 388,            0.043742,            0.049755,           0.0044958,             0.74387,             0.53754,              0.6097,             0.29078,            0.042566,            0.024944,           0.0091925,           0.0091938,           0.0091938,           0.0091938
                 389,             0.04201,            0.042275,           0.0039636,             0.60645,             0.55573,             0.54547,             0.23615,            0.045455,            0.024934,            0.013794,           0.0091898,           0.0091898,           0.0091898
                 390,            0.046345,            0.050656,           0.0039959,             0.44913,              0.6581,             0.57435,              0.2852,            0.043726,            0.024799,           0.0087819,           0.0091857,           0.0091857,           0.0091857
                 391,             0.03959,            0.046838,           0.0035458,             0.62296,             0.54807,             0.56991,             0.27739,            0.043773,            0.023737,            0.011116,           0.0091817,           0.0091817,           0.0091817
                 392,            0.042881,            0.051885,           0.0036686,             0.79293,             0.53781,             0.62092,             0.30558,            0.043176,            0.026156,            0.010152,           0.0091776,           0.0091776,           0.0091776
                 393,            0.040643,            0.051092,            0.003889,             0.64226,             0.63015,             0.61738,             0.28959,            0.042887,            0.023896,            0.010091,           0.0091735,           0.0091735,           0.0091735
